time,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,day_0,day_1,day_2,day_3,day_4,day_5,day_6
2014-03-21,4.666666666666667,0.6666666666666666,0.6666666666666666,0.109655017921147,20799.174000263214,9.0,,5977.728,14718.267,,,,,351.2069999999998,15.110999999999999,,,,,0,0,0,0,1,0,0
2014-03-22,6.6,-1.4,0.4,0.086579268612413,14268.147001504909,21.0,,9731.432999999988,5528.724000000005,,,,,1440.0899999999995,214.839,,,,,0,0,0,0,0,1,0
2014-03-23,7.0,-0.8,0.8,0.02946043869956915,2988.9629960060133,12.0,,1717.3770000000004,756.5070000000003,,,,,312.1260000000001,202.857,,,,,0,0,0,0,0,0,1
2014-03-24,6.0,-0.4,0.4,0.11388944606136416,6429.8970029354105,15.0,,1153.6710000000005,10303.332000000002,78.37500000000001,,,,160.233,,,,,,1,0,0,0,0,0,0
2014-03-25,5.5,-1.25,0.25,0.11325160672351993,14367.047996521002,36.0,,3157.023000000001,11792.211000000018,,,,,162.909,,,,,,0,1,0,0,0,0,0
2014-03-26,6.0,-0.6,0.4,0.10891482612696547,13240.19399857521,18.0,,2733.339000000001,9925.641000000009,,,,,148.59599999999998,419.23800000000006,,6.017999999999999,,,0,0,1,0,0,0,0
2014-03-27,6.6,,0.6,0.1322046084800737,10786.394995450972,21.0,3.0,2640.5009999999993,6495.3510000000015,727.554,,,,142.803,571.1969999999999,,200.57100000000003,,,0,0,0,1,0,0,0
2014-03-28,6.6,-0.6,1.2,0.14887226502146778,8193.476997613907,24.0,3.0,2554.1129999999994,3664.6379999999967,1688.5470000000007,,,,191.00099999999995,78.84000000000002,,12.140999999999998,,,0,0,0,0,1,0,0
2014-03-29,7.4,0.2,1.2,0.1379542600292002,5258.840999364853,30.0,6.0,1824.9690000000012,2887.8,255.82799999999997,,,,286.75200000000007,,,,,,0,0,0,0,0,1,0
2014-03-30,7.0,-0.4,0.8,0.0645236703682057,3074.150999307631,15.0,,8633.754000000004,2071.3080000000004,,,,,150.80399999999997,,,,,,0,0,0,0,0,0,1
2014-03-31,7.2,-0.4,1.0,0.13012099954924505,18574.715998649586,18.0,3.0,2572.601999999998,15626.822999999993,,,,,134.00099999999998,,714.6510000000003,,,,1,0,0,0,0,0,0
2014-04-01,6.4,,0.2,0.13346682929400028,10711.413002729416,3.0,,1774.5029999999986,14247.644999999995,,,,,148.28099999999995,,,26.466,,,0,1,0,0,0,0,0
2014-04-02,7.6,-0.2,1.0,0.07716355485107422,5565.825001001357,9.0,,1755.2010000000018,3545.5109999999995,,,,,123.57900000000002,143.15100000000004,,,,,0,0,1,0,0,0,0
2014-04-03,6.6,,0.6,0.07307714752567697,9393.069001436237,6.0,,1963.4219999999993,7299.347999999992,,,,,127.122,,,,,,0,0,0,1,0,0,0
2014-04-04,7.0,-0.2,0.4,0.15702115397103722,11848.002002477644,33.0,,4411.5449999999955,6341.030999999999,,,,,587.097,658.2179999999997,,,,,0,0,0,0,1,0,0
2014-04-05,8.0,-0.6,1.2,0.13595576600004905,6642.372002363206,33.0,,1929.846,3268.677,,,1082.946,,196.146,160.11,,,,,0,0,0,0,0,1,0
2014-04-06,7.25,-1.25,1.0,0.09422410643417788,7416.725999593736,24.0,3.0,2292.254999999999,4974.644999999999,,,,,147.83100000000002,,,,,,0,0,0,0,0,0,1
2014-04-07,6.6,-1.0,0.6,0.18343492913073647,11505.126007318497,33.0,,4518.569999999995,8986.715999999999,,,,,190.749,643.7399999999998,,,,,1,0,0,0,0,0,0
2014-04-08,6.8,-0.4,1.0,0.08906279785658472,8710.359001636501,24.0,6.0,2983.5840000000044,5775.212999999995,,,,,118.18499999999996,,,,160.02599999999995,,0,1,0,0,0,0,0
2014-04-09,7.2,-0.4,0.8,0.11756512889589064,9155.946004629139,24.0,3.0,1567.5450000000005,7401.3179999999975,,,,,181.887,,,,,,0,0,1,0,0,0,0
2014-04-10,6.75,-0.5,0.75,0.07280121100164205,3142.1850020885468,12.0,,9620.418000000009,1293.342,,,,,96.84300000000002,202.842,,,,,0,0,0,1,0,0,0
2014-04-11,6.8,-0.6,1.0,0.1110938994618982,8324.40600371361,18.0,,3005.898000000001,4995.713999999998,,,,,127.326,184.386,,,,,0,0,0,0,1,0,0
2014-04-12,7.2,0.2,0.8,0.06605497341205051,5530.775999307635,18.0,,2185.007999999998,2934.659999999999,,,,,136.386,1167.0749999999996,,,,,0,0,0,0,0,1,0
2014-04-13,7.2,-0.6,1.0,0.11367449436267445,4519.220995903017,18.0,,1010.8079999999994,2638.545,,,,,184.752,680.6280000000004,,,,,0,0,0,0,0,0,1
2014-04-14,7.0,0.4,0.8,0.1459290211851195,15005.894997596743,45.0,,8923.443000000001,11301.779999999988,,,,,205.91400000000002,625.575,,126.846,,,1,0,0,0,0,0,0
2014-04-15,6.4,-1.0,1.0,0.13076563958916906,12847.935002088547,12.0,,2205.815999999997,10210.055999999991,,,,,340.038,57.606,,38.013000000000005,,,0,1,0,0,0,0,0
2014-04-16,6.8,-0.6,1.0,0.07721354166666668,5615.730000972747,12.0,3.0,654.4709999999998,21495.462000000003,,,,,171.99599999999998,1064.1869999999997,,,,,0,0,1,0,0,0,0
2014-04-17,6.8,-0.8,1.0,0.10146767040149388,14297.915995359434,3.0,,503.2980000000002,16132.892999999998,,,,,142.56000000000003,293.841,,,,,0,0,0,1,0,0,0
2014-04-18,6.8,-1.0,1.0,0.06493055555555559,9925.509000062944,9.0,3.0,445.96200000000033,10145.213999999994,,,687.3960000000001,,130.04100000000003,,,,,,0,0,0,0,1,0,0
2014-04-19,6.8,-0.4,0.8,0.11031735913804183,3341.618999004364,18.0,,856.3349999999998,2288.9099999999994,,,,,169.62599999999998,971.7120000000006,,26.03700000000001,,,0,0,0,0,0,1,0
2014-04-20,7.6,0.2,1.2,0.1019570063115677,5198.795999050141,12.0,,2753.0130000000013,2092.6500000000005,,,,,125.094,228.642,,,,,0,0,0,0,0,0,1
2014-04-21,6.4,-0.2,1.0,0.13346984280942722,5209.0440001487705,18.0,,1413.2339999999979,3418.7100000000014,,,,,142.773,90220.26300000002,,,,,1,0,0,0,0,0,0
2014-04-22,6.8,0.6,1.2,0.13701083958092175,14648.033999204636,21.0,,1858.323000000001,12912.447000000002,,,,,152.208,76.40700000000002,,,,,0,1,0,0,0,0,0
2014-04-23,6.0,-1.0,1.0,0.11064682679520277,9303.533999919893,12.0,3.0,1073.451,11400.380999999996,,,,,169.35,579.5009999999999,,,,,0,0,1,0,0,0,0
2014-04-24,6.6,-0.6,0.8,0.10560238499744336,8896.806002140043,15.0,,1146.968999999998,7179.302999999997,,,,,564.2999999999997,,,,,,0,0,0,1,0,0,0
2014-04-25,7.25,-0.75,0.75,0.0767751114951886,8017.274996280673,18.0,,2854.7970000000005,7160.048999999997,1639.47,,,,129.50700000000003,776.2710000000001,,,10.959,,0,0,0,0,1,0,0
2014-04-26,7.75,1.0,1.5,0.2491027157989631,4124.624999284743,18.0,3.0,8116.061999999999,1373.9640000000004,,,,,323.80799999999994,,,,,,0,0,0,0,0,1,0
2014-04-27,6.333333333333332,-1.5,0.8333333333333334,0.04486664230909752,9085.877999782562,12.0,,1781.4810000000007,7567.173000000002,,,,,257.982,1188.5700000000008,778.3739999999997,,,,0,0,0,0,0,0,1
2014-04-28,6.4,,0.6,0.10377999025697236,8916.61499619484,12.0,,1427.5739999999996,12397.253999999999,,,,,169.18499999999997,1798.128,186.32399999999996,,,,1,0,0,0,0,0,0
2014-04-29,7.2,0.4,0.6,0.025682432490360545,6777.1499955654135,18.0,,3426.4590000000017,5159.121000000001,,,,,139.077,519.918,,,,,0,1,0,0,0,0,0
2014-04-30,7.0,0.4,0.8,0.04454670107302972,9399.908997774122,36.0,,2557.5479999999943,5555.454000000001,15.375,,,,153.92700000000002,1112.97,,,,,0,0,1,0,0,0,0
2014-05-01,6.8,-0.2,0.8,0.12626491862973482,9428.95499825478,6.0,,1636.3200000000006,6635.445000000002,,,,,142.248,1004.994,,9.087,,,0,0,0,1,0,0,0
2014-05-02,7.8,0.4,1.2,0.19230524793625595,4298.583001613618,27.0,,2830.278000000001,2926.1910000000007,,,,,227.07900000000006,,,9.111,,,0,0,0,0,1,0,0
2014-05-03,7.4,0.4,1.0,0.19011876257542565,9594.540003061296,39.0,6.0,2274.657,7069.638000000001,,,,,220.41899999999995,27.228,,,,,0,0,0,0,0,1,0
2014-05-04,6.6,-0.4,0.8,0.06944999498758414,8038.461000680928,,,11424.168000000007,10451.930999999997,,,,,190.50299999999996,1435.4730000000006,,,,,0,0,0,0,0,0,1
